address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,longitude,results,risk,state,violations,zip
4808 N MILWAUKEE AVE ,Taqueria La Estrella,CHICAGO,Taqueria La Estrella Inc,Restaurant,2015-01-07T00:00:00.000,1482521,Canvass,41.968028363337,1986903.0,"{'type': 'Point', 'coordinates': [-87.761059696914, 41.968028363337]}",-87.76105969691393,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SHELF UNDER THE WHITE MICROWAVE SURFACE NOT CLEANABLE.ROUGH / UNEVEN SURFACE.INSTRUCTED TO REPLACE. SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL. 
 
PIPE ABOVE THE HOT WATER  TANK IS LEAKING, INSTRUCTED TO REPAIR/REPLACE SAID PIPE.LEAKAGE DOESN'T EFFECT FOOD PREPARATION,EVEN THOUGH HOT WATER TANK IS LOCATED IN  REAR PREP AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: ICE MACHINE START TO SHOW SIGN OF MINERAL BUILD UP,INSTRUCTED TO CLEAN /SANITIZE AND MAINTAIN UNIT | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO BACK FLOW PREVENTER PROVIDED AT WATER LINE BEHIND ICE MACHINE.INSTRUCTED TO PROVIDE BACK FLOW PREVENTER FOR EQUIPMENT DIRECTLY TO THE WATER LINE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MISSING WALL TILES BY THE SWING DOOR THAT GOES TO KITCHEN,INSTRUCTED TO REPLACE. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: NO PROOF OF CDPH FOOD HANDLER TRAINING PROVIDED ON PREMISES.IDPH'S FOOD HANDLER INFORMATION PROVIDED.",60630.0
1340 W Harrison ,ANDREW JACKSON,CHICAGO,ANDREW JACKSON,School,2014-05-02T00:00:00.000,1467276,Canvass,41.874327236037836,29171.0,"{'type': 'Point', 'coordinates': [-87.660975994146, 41.874327236038]}",-87.66097599414576,Fail,Risk 1 (High),IL,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA NOT PROPERLY MAINTAINED. NOTED EXCESSIVE GARBAGE AND CARDBOARD OVERFLOWING FROM OUTSIDE GARBAGE CONTAINER PREVENTING PROPER CLOSURE.  MUST REMOVE GARBAGE AND CARDBOARD,PROPERLY CLOSE LIDS AND MAINTAIN AREA.  SERIOUS CITATION ISSUED 7-38-020 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST INCREASE THE LOW WATER PRESSURE AT THE WASHBOWL IN THE KITCHEN STAFF WASHROOM.   | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN THE INTERIOR OF THE 3RD FLOOR MOP SINK TO ALLOW WATER TO DRAIN PROPERLY.",60607.0
2817 W IRVING PARK RD ,THE FAMOUS TACO BURRITO KING,CHICAGO,THE FAMOUS TACO BURRITO KING,Restaurant,2015-01-29T00:00:00.000,1522428,Canvass,41.95386007838853,61711.0,"{'type': 'Point', 'coordinates': [-87.698977897756, 41.953860078389]}",-87.69897789775638,Pass w/ Conditions,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CERTIFIED FOOD MANAGER PRESENT WITH A CITY OF CHICAGO FOOD SANITATION CERTIFICATE WHILE POTENTIALLY HAZARDOUS FOODS (BEANS,STEAK, ETC.) ARE BEING PREPARED AND SERVED. MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE POTENTIALLY HAZARDOUS FOOD IS BEING PREPARED OR SERVED.  
SERIOUS VIOLATION 7-38-012.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REPLACE OR REPAIR RUSTY SHELVINGS INSIDE THE FRONT 2 DOOR COOLER AND REPAIR TORN GASKET AT 2 DOOR REACH-IN-FREEZER AND MAINTAIN. 
ALSO,MUST PROVIDE AND MAINTAIN FOOD GRADE BAGS FOR STORING OF FOODS NOT IN GROCERY PLASTIC BAGS AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELEVATE STORED ITEMS AT LEAST 6' OFF THE FLOOR AND AWAY FROM WALLS IN THE REAR STORAGE ROOM DUE TO POTENTIAL PEST HARBORAGE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN  AND SANITIZE INTERIORS OF LIGHT SHIELDS THROUGHOUT THE KITCHEN AREAS AND REPLACE WATER STAINED CEILING TILES IN CUSTOMER DINING AREA ALSO,REMOVE DUST BUILD-UP ON VENTILATION COVER IN TOILET ROOM AND MAINTAIN.",60618.0
8725 S COMMERCIAL AVE ,K INTERCONTINENTAL RESTAURANT,CHICAGO,K INTERCONTINENTAL RESTAURANT,Restaurant,2014-02-28T00:00:00.000,1401630,License Re-Inspection,41.73661151916399,2308902.0,"{'type': 'Point', 'coordinates': [-87.551266526869, 41.736611519164]}",-87.5512665268688,Pass,Risk 1 (High),IL,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: GREASE TRAP REPAIRED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIORS AND EXTERIORS OF ALL COOKING EQUIPMENT IN KITCHEN. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  DETAIL CLEAN FLOORS THROUGHOUT ALONG ALL WALL BASES AND IN CORNERS( INCLUDING BASEMENT). ALL ARTICLES STORED IN SMALL CLOSET AND IN BASEMENT MUST BE STORED ELEVATED 6 INCHES OFF FLOOR. 
 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INSTALL END CAPS ON LIGHT SHIELDS OF LIGHTS IN FOOD PREP AREA. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  
MUST INSTALL A MOP SINK ON PREMISES, IF IT IS INSTALLED NEXT TO WASHBOWL IN WOMEN'S WASHROOM A SPLASH GAURD MUST ALSO BE INSTALLED TO PREVENT DIRTY MOP WATER FROM CONTAMINATING THE HAND SINK. REPAIR LEAKY CEILING IN BASEMENT. 
",60617.0
3216 N HARLEM AVE ,TACO BURRITO KING,CHICAGO,"TACO BURRITO KING I, INC.",Restaurant,2012-05-22T00:00:00.000,1102280,Canvass,41.938534926545614,1648110.0,"{'type': 'Point', 'coordinates': [-87.806912679221, 41.938534926546]}",-87.80691267922066,Pass,Risk 1 (High),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: COOKING HOOD PANEL UNCLEAN MUST CLEAN AND MAINTAIN; 
INTERIOR 2 DOOR PREP COOLER UNCLEAN MUST CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DAMAGED FLOOR TILES IN PREP AREA MUST BE REPLACED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VENTILATION IN 3 TOILETS MUST BE PROVIDED; 
VENT COVER IN THE REAR AREA UNCLEAN MUST CLEAN AND MAINTAIN | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MISSING RUBBER GASKET IN COOLER UNDER GRILL MUST BE PROVIDED",60634.0
4359-4361 N MILWAUKEE AVE ,Hops And Barley,CHICAGO,Hops And Barley,Restaurant,2013-06-20T00:00:00.000,1353234,Canvass,41.96036018734975,1444674.0,"{'type': 'Point', 'coordinates': [-87.754066273957, 41.96036018735]}",-87.75406627395743,Pass,Risk 1 (High),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VENT COVER IN REACH IN FREEZER , PREP AREA, HAS BUILD UP OF DUST. MUST DETAIL CLEAN VENT COVER.  | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: NO LIGHT SHIELD IN BASEMENT WALK-IN COOLER. MUST PROVIDE SHIELD FOR LIGHT.",60641.0
3246 W ADDISON ST ,NEW CHINA BUFFET,CHICAGO,NEW CHINA BUFFET,Restaurant,2016-09-13T00:00:00.000,1960252,Complaint,41.946716898376835,2360132.0,"{'type': 'Point', 'coordinates': [-87.709671873679, 41.946716898377]}",-87.70967187367899,Pass w/ Conditions,Risk 1 (High),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: DURING INSPECTION FOUND A 2DR REFRIGERATOR AT AN IMPROPER TEMPERATURE OF 72F DEGREES.INSTRUCTED MANAGEMENT THAT ALL REFRIGERATION UNITS MUST ALWAYS MAINTAIN 40F AND BELOW AT ALL TIMES. TECHNICIAN WAS CALLED AND THE ABOVE STATED UNIT WAS REPAIRED DURING INSPECTION. AT THIS TIME UNIT IS NOW MAINTAINING 40F. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: DURING INSPECTION FOUND CUT CABBAGE AT 69F, GLASS NOODLES AT 65F , WONTONS AT 59F AND EGG ROLLS AT 57F INSIDE THE 2DR REFRIGERATOR. APPROXIMATELY 125 POUNDS OF FOOD WAS VOLUNTARILY DISCARDED BY MANAGEMENT AT A VALUE OF $100.00. INSTRUCTED MANAGER THAT COLD POTENTIALLY HAZARDOUS FOODS MUST ALWAYS BE AT 40F AND BELOW AT ALL TIMES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR BACK FLOW PREVENTOR AT THE MOP SINK IN THE KITCHEN AREA.
MUST REPAIR SPRAYER AT THE DISH WASHING MACHINE IN THE REAR AREA.
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED DIRTY EQUIPMENT IN THE FOLLOWING AREAS: DIRTY SHELVES IN THE KITCHEN AND PREP AREAS. CLEAN HOODS, WALLS AND VENTS IN THE KITCHEN, CLEAN UNDER THE FRYER IN THE KITCHEN. CLEAN, REPAIR, OR REPLACE CEILING TILES IN THE MAIN DINNING AND KITCHEN AREAS.CLEAN UNDER ALL SEATING BOOTHS IN THE CUSTOMER SEATING AREA. REPLACE BROKEN FLOOR TILES NEAR THE DRY STORAGE ROOM IN FRONT OF THE REAR EXIT DOOR.MUST ALSO CLEAN EXTERIOR SURFACES OF ALL LARGE BULK DRY GOODS CONTAINERS.ALSO MUST CLEAN AND SANITIZE THE EXTERIOR SURFACES OF THE DISH MACHINE TO REMOVE FOOD DEBRI AND GRIME. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST REGROUT FLOOR IN THE REAR KITCHEN PREP AREA AND IN FRONT OF THE 3-COMP SINK AREA SO AS TO BE SMOOTH AND EASILY CLEANABLE. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: ALL FOOD PREP STAFF IN THE KITCHEN PREP AREA MUST WEAR PROPER HAIR RESTRAINTS AT ALL TIMES. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPAIR/REPLACE SCREEN DOOR HANGING OFF THE HINGE LOCATED ACROSS FROM THE ICE MACHINE IN THE REAR AREA.
ALSO MUST PROVIDE EXTERIOR COVER FOR THE ICE MACHINE. ",60618.0
3905 N LINCOLN AVE ,MRS MURPHYS AND SONS IRISH  BISTRO,CHICAGO,MRS MURPHYS AND SONS IRISH  BISTRO,Restaurant,2016-04-06T00:00:00.000,1762211,Canvass,41.952558550300886,1479275.0,"{'type': 'Point', 'coordinates': [-87.677475033175, 41.952558550301]}",-87.67747503317528,Pass,Risk 1 (High),IL,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST LABEL FOOD STORAGE CONTAINERS IN 2ND FLOOR STORAGE AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED 3-COMPARTMENT SINK FAUCET BASE LEAKING. MUST REPAIR AND MAINTAIN. 
EXPOSED HAND WASHING SINKS IN KITCHEN FOOD PREP AREA DRAINING SLOW. MUST REPAIR AND MAINTAIN. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: MUST PROPERLY STORE, INVERT ALL CLEAN MULTI-USE UTENSILS DISHES IN KITCHEN FOOD PREP AREA TO PREVENT CONTAMINATION. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED 3-DOOR REFRIGERATOR IN KITCHEN PREP AREA DOOR RUBBER GASKETS RIPPED IN POOR REPAIR. MUST REPAIR AND MAINTAIN. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOD HANDLERS REQUIREMENTS NOT MET. NO LOGS, RECORDS ON SITE AS REQUIRED. INSTRUCTED TO PROVIDE.",60613.0
809 W JACKSON BLVD ,CHINESE YUM YUM,CHICAGO,CHINESE YUM YUM,Restaurant,2012-04-18T00:00:00.000,1184269,Canvass,41.87783134486316,2032813.0,"{'type': 'Point', 'coordinates': [-87.647648347584, 41.877831344863]}",-87.64764834758425,Pass w/ Conditions,Risk 1 (High),IL,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: All food not stored in the original container shall be stored in properly labeled containers.MUST LABEL ALL FOOD NOT STORED IN ORIGINAL CONTAINERS AT ALL TIMES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.MUST DETAIL CLEAN AND SANITIZE ALL RICE COOKERS TO REMOVE CAKED ON GRIME. MUST ALSO CLEAN INTERIOR OF ALL FRYERS TO REMOVE EXCESS GREASE. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: A certified food service manager must be present in all establishments at which potentially hazardous food is prepared or served.DURING INSPECTION OBSERVED NO ONE SITE WITH CITY OF CHICAGO FOOD SERVICE MANAGER CERTIFICATE.MUST ALWAYS HAVE A STAFF PERSON WHO HAS A CITY OF CHICAGO FOOD SERIVCE MANAGER CERTIFICATE ON SITE AT ALL TIMES. SERIOUS CITATION 7-38-012 ISSUED H000076813 18 COURT DATE 5/31/2012 AT 1100AM RM112 400 WEST SUPERIOR CHGO.,IL. PLEASE SEE BACK OF CITATION FOR PRE-PAYMENT, MAIL-IN OPTION, AND PAYMENT CENTER LOCATIONS.",60607.0
3927-3929 W 63RD ST ,SUPERMERCADO LA VICTORIA,CHICAGO,"SUPERMERCADO LA VICTORIA, INC.",Grocery Store,2014-08-20T00:00:00.000,1307595,Canvass,41.778567329202176,1767453.0,"{'type': 'Point', 'coordinates': [-87.721416328938, 41.778567329202]}",-87.72141632893818,Pass w/ Conditions,Risk 1 (High),IL,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: THE LARGE STANDING ICE MACHINE HAS BLACK SUBSTANCE AND LIME BUILDUP ICE MACHINE NOT MAINTAINED & FOOD NOT PROTECTED. SERIOUS VIOLATION 7-38-005(A).TAGGED MACHINE DO NOT USE. FAX A LETTER STATING THE ICE MACHINE CLEAN AND SANITIZE AND AN INSPECTOR WILL RETURN.FAX 312-746-8040. 
INSTRUCTED TO REMOVE THE ICE AND CLEAN AND SANITIZE THE ICE MACHINE | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN THE FLOOR IN THE BASEMENT UNDER THE HEAVY EQUIPMENT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL THE LARGE HOLE UNDERNEATH THE EXPOSED HAND SINK IN REAR PREP AREA AND SEAL THE HOLES IN THE BASEMENT WHERE NEEDED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ALL UNNECESSARY CLUTTER IN BASEMENT MUST BE REMOVED. MUST CORRECT AND MAINTAIN AT ALL TIMES.  
 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND RUSTY GREASE TRAP UNDER THE 3-COMPARTMENT SINK IN THE REAR PREP AREA. 
INSTRUCTED TO REMOVE THE RUST AND PAINT IT.",60629.0
3537 W LAWRENCE AVE ,CARDONA'S,CHICAGO,CARDONA'S,Restaurant,2010-09-16T00:00:00.000,413559,Canvass Re-Inspection,41.96825094865302,1273690.0,"{'type': 'Point', 'coordinates': [-87.717327306413, 41.968250948653]}",-87.71732730641341,Pass,Risk 1 (High),IL,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments:  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.PROVIDE A DRAIN SHELF FOR ABOVE THE 3 COMPARTMENT SINKS.ALSO PROVIDE A SPLASH GUARD BETWEEN 3 COMPARTMENT SINK AND PREP COUNTER,WERE MEAT SLICER IS STORED. REPLACE MISSING HANDLE OF WHITE REACH IN FREEZER,AND REPLPACE BROKEN HANDLE OF THE WALK-IN COOLER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All utensils shall be thoroughly cleaned and sanitized after each usage.REMOVE FOOD DEBRI ON SHELVES IN WALK-IN COOLER | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.FOUND A FAUCET AT 3 COMPARTMENT SINK WITH A THREAD,INSTRUCTED TO PROVIDE UN THREAD FAUCET,",60625.0
1659 W 69TH ST ,MIAMI FOODS,CHICAGO,MIAMI FOODS,Grocery Store,2011-07-13T00:00:00.000,585782,License Re-Inspection,41.76841468957598,2103303.0,"{'type': 'Point', 'coordinates': [-87.666282934683, 41.768414689576]}",-87.6662829346828,Pass,Risk 3 (Low),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: MICE DROPPINGS REMOVED IN STORAGE AREAS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SHELVES PAINTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: SHELVES CLEANED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS CLEANED AND DAMAGED FLOOR TILES REPLACED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS AND CEILINGS REPAIRED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELDS REPLACED. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: SELF-CLOSING DEVICE PROVIDED ON WASHROOM DOOR. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: BACKFLOW DEVICE INSTALLED ON UTILITY SINK. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: THERMOMETERS PROVIDED IN COOLER. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: UNUSED EQUIPMENT REMOVED. | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: COOLER REMOVED ALONG NORTH WALL.",60636.0
4231 S ARCHER AVE ,"SANDRA'S FOOD INC,",CHICAGO,"SANDRA'S FOOD INC,",,2010-09-13T00:00:00.000,363249,Canvass,41.81642688081433,1545158.0,"{'type': 'Point', 'coordinates': [-87.700206507325, 41.816426880814]}",-87.70020650732516,Out of Business,Risk 3 (Low),IL,,60632.0
7901 S WESTERN AVE ,WALGREENS #11223,CHICAGO,WALGREENS #11223,Grocery Store,2014-12-22T00:00:00.000,1515324,Canvass Re-Inspection,41.75006036273525,1942588.0,"{'type': 'Point', 'coordinates': [-87.682699127318, 41.750060362735]}",-87.6826991273179,Pass,Risk 3 (Low),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED NO EVIDENCE OF RODENT DROPPINGS. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA MAINTAINED AT THIS TIME. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: STORAGE STORED ON FLOORS IN ELECTRICAL ROOMS.ALSO FLOORS NOT CLEAN OF EXCESSIVE DEBRIS ALONG AND UNDER SHELVING IN REAR STORE ROOM,ON FLOORS IN ELECTRICAL ROOM AND JANITOR CLOSET.MUST CLEAN/MAINTAIN. 
",60620.0
3617 N SHEFFIELD AVE ,WRIGLEY ROOFTOPS III,CHICAGO,WRIGLEY ROOFTOPS III,Restaurant,2011-07-22T00:00:00.000,586176,Canvass,41.94778337649881,1897994.0,"{'type': 'Point', 'coordinates': [-87.654199339122, 41.947783376499]}",-87.65419933912196,Pass w/ Conditions,Risk 1 (High),IL,"6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: All employees who handle food shall wash their hands as often as necessary to maintain a high degree of personal cleanliness and should conform to hygienic practices prescribed by the Board of Health.OBSERVED FOOD HANDLERS PERFORMING MULTIPLE TASKS AND NOT WASHING HANDS DURING THIS INSPECTION. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: A certified food service manager must be present in all establishments at which potentially hazardous food is prepared or served.FOUND NO CERTIFIED FOOD MANAGER ON SITE WHILE POTENTIALLY HAZARDOUS FOODS ARE PREPARED,SERVED DURING THIS INSPECTION. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.MUST PROPERLY STORE PERSONAL BELONGINGS IN A DESIGNATED AREA. | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: Adequate and convenient hand washing facilities shall be provided for all employees.OBSERVED EXPOSED HANDSINK AT 3RD FLOOR FOOD SERVICE AREA LACKING HAND PAPER TOWELS-MUST PROVIDE,MAINTAIN AT ALL TIMES.",60613.0
915 W BELMONT AVE ,LA BOULANGERIE,CHICAGO,LA BOULANGERIE,Restaurant,2012-10-01T00:00:00.000,1198469,License,41.93983039675337,2189372.0,"{'type': 'Point', 'coordinates': [-87.652171314726, 41.939830396753]}",-87.65217131472627,Pass,Risk 1 (High),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST SEAL HOLE IN WALL AROUND ELECTRICAL SOCKET IN WASHROOM. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST PROVIDE FLOOR DRAIN COVER IN EMPLOYEE WASHROOM. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE A SPLASH GUARD BETWEEN SANITIZING COMPARTMENT OF THREE COMPARTMENT SINK AND PREP AREA TO THE RIGHT.",60657.0
